Date / Time,City,State,Shape,Duration,Summary,Posted,Type
2/13/20 18:50,Killeen,TX,Light,3 minutes,"Clear sky, Venus was bright but then I saw two lights in the sky little brighter than",2/25/20,Sighting
2/13/20 18:00,,CA,Circle,4,15 or so flying in a pattern. Then in a strait line. Appearing and moving at a high speed. Then disappearing out of nowhere. One shooti,2/25/20,Sighting
2/13/20 14:00,Alexandria (near),LA,Disk,10 seconds,Covered Disk shaped Object on Flatbed with US Army Soldiers Following Closely ((NUFORC Note: Military craft?? PD)),2/25/20,Sighting
2/13/20 12:10,Scarborough,ME,Triangle,5 minutes,"Triangular shape, gaseous-hazy outlined object high up observed 5 min., not moving, slowly dissipated, shiny sphere fell same proximity",2/25/20,Sighting
2/13/20 11:15,Honey Brook,PA,Triangle,15 minutes,"Bright light in sky then shrunk size then enlarged back to original large bright light. Triangle shape, hovering and suspended mid air",2/25/20,Sighting
2/13/20 02:20,Homer,LA,Fireball,~2 minutes,At about 02:20 I was driving to work and notice a light moving in an unusual manner. I pulled over and quickly grabbed my phone to vi,2/25/20,Sighting
2/13/20 02:00,Atco,NJ,,10 minutes,((NUFORC Note: No information provided by witness. PD)),2/25/20,Sighting
2/12/20 21:30,Somerton,AZ,Circle,several hours,Flashing Red & Green Object over Airport - hovers for several hours,2/13/20,Sighting
2/12/20 21:00,Orem,UT,Light,15 minutes,"Very bright white light, motionless in western Utah night sky, sat still for 15 minutes then vanished in a blink of an eye.",2/13/20,Sighting
2/12/20 18:30,Driggs,ID,Changing,30 minutes,Extremely bright strange lights changing shape multiple times,2/13/20,Sighting
2/12/20 17:55,Mountain Home/Glenns Ferry (between),ID,Light,20,"My wife and I were driving home from Mountain Home, and we had noticed these two yellowish-golden lights hovering in the southern sky o",2/25/20,Sighting
2/12/20 16:30,Ellenton,FL,Sphere,2 seconds MAX,this was a round abject. It was traveling due north. I was watching a jet fly east when I noticed this ball traveling at a very fast sp,2/13/20,Sighting
2/12/20 13:00,San Diego,CA,,15 seconds,Straight projection upward at a very high rate of speed leaving a white snail trail behind.,2/13/20,Sighting
2/12/20 08:00,Lakewood,CO,Sphere,23 seconds,"Two (2) spherical objects hovering near homes in Lakewood, CO",2/13/20,Sighting
2/12/20 06:03,Telford (UK/England),WA,Other,6 minutes,"In total in one straight line with the same distance between them. ((""Starlink"" satellites??))",2/13/20,Sighting
2/12/20 01:55,Dexter,MI,Disk,4 seconds,I was driving home from work just before two am today. I was driving on north territorial driving west bound just before Toma road. Th,2/13/20,Sighting
2/12/20 01:30,Groveland,MA,Oval,5-10 seconds,An orange glowing discus shaped object over Groveland,2/13/20,Sighting
2/12/20 01:00,St. Marys,KS,Formation,5 minutes,The formation of lights in the sky was moving i. An add fashion and accompanied by these noises as if it were producing very loud sound,2/13/20,Sighting
2/11/20 20:30,Tomah,WI,Light,5 seconds,Just over horizon looking east saw huge yellow star like light then on second later second light appeared horizontal to first then one,2/13/20,Sighting
2/11/20 19:30,Janesville,WI,Sphere,3 minutes,"02/11/20 19:30 Janesville, Wisconsin 5 orange spheres maneuvering in the night sky then disappeared.",2/13/20,Sighting
2/11/20 19:30,San Francisco,CA,Egg,>30 minutes,Weird bright and big orb that had large spikes and was larger than a star and higher up than any plane,2/13/20,Sighting
2/11/20 19:20,Red Granite,WI,Rectangle,2 minutes,Square craft with many lights,2/13/20,Sighting
2/11/20 06:05,Boise,ID,Light,~90 seconds,A straight line formation of lights traveling northeast,2/13/20,Sighting
2/11/20 06:00,Snow Hill,NC,Sphere,2 minutes,"Out looking at the moon with friend, sun rises in East faint glow of daylight, full moon beginning to set west, few high level clouds b",2/13/20,Sighting
2/10/20 22:07,Puyallup,WA,Other,5-10 seconds,"An orange glowing orb falling from the sky, gave off an uneasy feeling of being watched. My one cat ran out of the room as soon as she",2/13/20,Sighting
2/10/20 22:00,Clearlake,CA,Unknown,150 minutes,"Multiple crafts seen over Clearlake, seen descending to Mt. Konocti",2/13/20,Sighting
2/10/20 21:24,Calaveras County,CA,Light,2 seconds,"Large, round, bright white light rapidly ascended and disappeared in seconds, without decreasing size, into clear night sky.",2/13/20,Sighting
2/10/20 20:30,Red Lodge,MT,Fireball,5 minutes,Object appeared suddenly looking West over Grizzly peak. Looked like a super bright star flashing red and blue light. Object stayed st,2/13/20,Sighting
2/10/20 20:30,Epping,NH,Triangle,10 minutes,"Noticed a bright orange star near the moon, the light became 2 lights as it came closer, then a 3rd light appeared in back, it then flo",2/13/20,Sighting
2/10/20 20:00,Shoreline,WA,Circle,1 hour,Watch a large stationary craft for about one hour. It would get brighter then dimmer. It appeared to have lights around it changing col,2/13/20,Sighting
2/10/20 18:42,La Grange,IL,Oval,40 minutes,I was looking for the moon I saw the moon but to my right I saw this object with pulsing lights but wasn't moving. Then I turned my hea,2/13/20,Sighting
2/10/20 07:30,Wisconsin Dells,WI,Rectangle,"Now, still going","Flashing lights that faded then came back. Stayed in place. Seemed to be more than one light, and rectangle. In comparison to other s",2/13/20,Sighting
2/10/20 07:05,Rockville,MD,Sphere,5,While sitting in morning traffic on highway 270 southbound right passed the Wooten parkway overpass I looked up to the left and noticed,2/13/20,Sighting
2/10/20 06:07,Ventura,CA,Light,4 minutes,"Saw lights quickly go into cloud, about 3 single file, then behind them several started coming in one by one quickly...we waited for th",2/13/20,Sighting
2/10/20 05:30,Airway Heights,WA,Light,Ongoin,"I went downstairs an was looking out the glass door when I saw 3 lights lined up moving the same speed across the sky. The another, and",2/13/20,Sighting
2/10/20 05:30,Temecula,CA,Formation,2 min.,"8 lights in a straight line, evenly spaced traveling SW to NE. ((""Starlink"" satellites??))",2/25/20,Sighting
2/10/20 00:30,Meridian,ID,Triangle,3 minutes,Triangle shaped bright white object with flashing green and red lights in a triangle form hovering in the sky then reappearing.,2/13/20,Sighting
2/9/20 20:14,Lake Havasu City,AZ,Light,15 seconds,Four silent bright red/pink light cluster moving low SWerly over Lake Havasu City.,2/25/20,Sighting
2/9/20 19:55,Danville,KY,Light,:10,"In the Western sky, witnessed a falling &quot;orbish&quot; &quot;soft white&quot; white light falling to Earth, lasted maybe ten second",2/13/20,Sighting
2/9/20 19:45,Phoenix,AZ,Other,10 minutes,5 or more orange bright craft Phoenix 02/09/20,2/13/20,Sighting
2/9/20 19:40,Northfield,ME,Sphere,a few seconds,"Large, luminous bright white sphere traveling at a high rate of speed.",2/13/20,Sighting
2/9/20 19:00,Dunellon,FL,Sphere,2 minutes,"White silent sphere moving from northwest to south east, in Dunellon Fl.",2/13/20,Sighting
2/9/20 18:15,Cromwell,KY,Fireball,2 seconds,It was as fireball along with a tail of fire falling across the sky with a downward angle from West to East lasting perhaps 2-3 seconds,2/25/20,Sighting
2/9/20 18:00,Laurel,MD,Diamond,,There's no stars in the sky. Its dusk. I'm really convinced it's a UFO.it looks like a disk or a saucer but also diamond shaped and lit,2/13/20,Sighting
2/9/20 07:45,Sarasota,FL,Sphere,1 hour +,Glowing ball of light over West/Southwest sky. Did not move at all. Definitely not Venus.,2/13/20,Sighting
2/9/20 05:45,Montara,CA,Circle,20,Glowing UFO’s over the ocean,2/13/20,Sighting
2/9/20 05:30,Roseville,CA,Light,~5 minutes,"Up to 15 white lights seen flying in a single file like formation over Roseville, Ca. at 5:30 a,m. on 2/09/20 going from north to south",2/13/20,Sighting
2/9/20 05:30,McKinleyville,CA,Light,~1minute,"20 or thirty lights appearing out of nowhere , evenly space headed east southeast.",2/13/20,Sighting
2/8/20 00:00,Ocean Gate,NJ,Light,6:15 am,"((NUFORC Note: Witness, who elects to remain totally anonymous, provides no information. PD))",2/25/20,Sighting
2/8/20 23:30,Sacramento,CA,Unknown,4 minutes,Triangle blinking lights.,2/13/20,Sighting
2/8/20 23:00,Manchester,MO,Light,~2 minutes,There were two objects at first nearly side by side and a third object trailed them. These objects did not have any noise and were mov,2/13/20,Sighting
2/8/20 22:00,Savannah,GA,Light,1 second,I was driving and saw these three bright lights appear as fast as it appeared it was falling rapidly. Then before it would have hit or,2/13/20,Sighting
2/8/20 22:00,Yucca Valley,CA,Light,unsure,"Three lights arranged themselves into a triangle up on the sky and one by one they flashed a light; flash, flash, flash.",2/13/20,Sighting
2/8/20 21:00,Jerome,ID,Light,2+hours,"Light in the night sky that is moving and will dim and brighten. ((NUFORC Note: Venus, or perhaps Sirius?? PD))",2/13/20,Sighting
2/8/20 20:00,Baker city,OR,Changing,2 - 5 hours,Flying orb over southwestern mountain range nightly in eastern Oregon.,2/13/20,Sighting
2/8/20 19:00,Lenexa,KS,Oval,05:00,Four UFO Blue light shaped objects circulating close to ground in a park,2/13/20,Sighting
2/8/20 17:30,New York,NY,Flash,5-10 seconds,"Two bright, stationary white flashes over the city during the super moon",2/13/20,Sighting
2/8/20 16:10,Whidbey Island,WA,,,MADAR Node 58,2/25/20,Sighting
2/8/20 14:00,Cos Cob,CT,Sphere,,2 am I saw a round shiny red sphere flash by in seconds.,2/13/20,Sighting
2/8/20 12:00,West Memphis,AR,Oval,30 seconds,"Small, bronze collected craft. Stopped on a dime and reversed direction. Moving fast.",2/13/20,Sighting
2/8/20 09:13,West Chazy,NY,,,MADAR Node 65,2/25/20,Sighting
2/8/20 08:30,Huntland,TN,Light,2 seconds,My fiancé and I were driving on Winchester rd. and it was really dark out. This white ball of light flew pass us about as high up as an,2/13/20,Sighting
2/8/20 06:51,Laurelville,OH,,,MADAR Node 107,2/25/20,Sighting
2/8/20 06:30,Oklahoma City,OK,Light,2 minutes,String of lights that disappeared one by one,2/13/20,Sighting
2/8/20 06:14,Overland Park,KS,Light,10 minutes,"At 6:13 am , Saturday morning I stepped out on my back porch to have a smoke. I was facing west and the moon was full in the Northwest",2/13/20,Sighting
2/8/20 06:12,Salem,UT,Formation,1 minute,9 non blinking lights equally spaced following each other in straight line northeast 2/8/2020 at 6:12 am,2/13/20,Sighting
2/8/20 06:00,Jerome,ID,Light,10 minutes,looked up at sky seen 3 moving lighted objects then observed several more ran and told coworker they would appear about 15 sec interval,2/13/20,Sighting
2/8/20 05:51,Ukiah,CA,Unknown,4 minutes,Lights in the early moring sky!,2/13/20,Sighting
2/8/20 05:50,Hyde Park,NY,Formation,6-8 seconds,"Three star sized objects,thought it was Orion's belt until they were actually traversing in a North Eastern path from the Western side",2/13/20,Sighting
2/8/20 05:50,Mashpee,MA,Circle,3 minutes,I saw 12 to 16 lights not blinking gliding across the sky pretty rapidly not in a consistent formation but intermittent and not equally,2/13/20,Sighting
2/8/20 05:48,Tenafly,NJ,Formation,15,String formation. Looked like stars one after the other for a good 15min. They were moving East - North-East. The last light appeared b,2/13/20,Sighting
2/8/20 05:45,Nevada city,CA,Oval,5 minutes,"30 UFO's in a uniform line over the Nor-Cal pre-dawn sky, 02/08/2020",2/13/20,Sighting
2/8/20 05:30,Snydersville,PA,Oval,5 minutes,A line of 20 lights following two lights in the sky heading East. Making no sound but travelled in a line,2/13/20,Sighting
2/8/20 03:57,Edmonds,WA,,,MADAR Node 61,2/25/20,Sighting
2/8/20 03:45,Reading,PA,Light,5 minutes,"Saw 11 evenly spaced lights flying, then make a 90° turn. ((""Starlink"" satellites??))",2/13/20,Sighting
2/8/20 02:00,Kennebunk,ME,Circle,Ongoing,Orange light rising and disappearing again and again over ocean near Pease AFB,2/13/20,Sighting
2/7/20 23:30,Aldan,PA,Triangle,1 hour,"Spotted 2 triangle shaped crafts in the sky with white, red and blue lights moving very slowly.",2/13/20,Sighting
2/7/20 22:10,Lakewood,CO,Other,10 seconds,Huge object with many small lights moving below the clouds in Lakewood towards Denver,2/13/20,Sighting
2/7/20 21:50,Golden,CO,Fireball,3 seconds,"Green fireball went across the sky and turned orange, then disappeared. It was too large to be a comet, about the size of 5+ airplanes.",2/13/20,Sighting
2/7/20 20:00,Carlin,NV,Circle,About 5 minutes.,"On the night of February 7, 2020 I was traveling from Carlin, NV to Elko, NV which is about a 25 minute drive and a distance of 23 mile",2/25/20,Sighting
2/7/20 19:30,Halton City,TX,Changing,1.5 hrs or more,Ft Worth UFO,2/13/20,Sighting
2/7/20 19:15,Gilbert,AZ,Light,10 minutes,Strange light over Gilbert Arizona,2/13/20,Sighting
2/7/20 19:00,Lawrenceville,GA,Fireball,2 seconds,Saw fireball in the sky. ((anonymous report)).,2/13/20,Sighting
2/7/20 18:59,Berkeley,CA,Triangle,10 seconds,"Three dim lights in a triangle, and two others, all moving across the sky.",2/13/20,Sighting
2/7/20 17:00,Pahrump,NV,Oval,10,Very Bright Circle,2/13/20,Sighting
2/7/20 11:15,Elgin,OK,Cigar,2 minutes,White cigar shaped ufo over Elgin,2/13/20,Sighting
2/7/20 08:40,Patterson,CA,Changing,4 seconds,Thought I seen 2 jets ready to cross over each other turned out to be only 1 jet and a UFO that at one point looked like a jet.,2/13/20,Sighting
2/7/20 08:13,Lakeland,FL,Disk,5 minutes,Small white lighted disk in FL hovering right above shopping mall,2/13/20,Sighting
2/7/20 06:45,Rimrock,AZ,Light,,"Several lights moving in unison. could be one large craft. not planes. ((""Starlink"" satellites??))",2/7/20,Sighting
2/7/20 05:36,Sand Springs,OK,Light,2 minutes,Observed 5 same sized luminous objects in sky traveling from South to North in a straight line. First object was slightly ahead of the,2/13/20,Sighting
2/7/20 05:30,Lakeside,CA,Formation,10 seconds,Ten craft where seen flying over Lakeside in formation at a high rate of speed.Headed East by North East.9 in a row with 1 straggler. T,2/7/20,Sighting
2/7/20 05:30,Ventura,CA,Formation,1 minute,"line formation of moving lights. ((""Starlink: satellites??))",2/13/20,Sighting
2/7/20 05:30,Palmdale,CA,Triangle,,I was going out side for my morning smoke when i saw a triangle ufo flying extremely low then i noticed it wasnt alone there were many,2/7/20,Sighting
2/7/20 05:15,Benton,KY,Light,2-3 minutes,Strange light in KY.,2/7/20,Sighting
2/7/20 05:05,Newburgh,IN,,,MADAR Node 142,2/25/20,Sighting
2/7/20 03:25,Mountlake Terrace,WA,,,MADAR Node 100,2/25/20,Sighting
2/7/20 01:30,Comstock Park,MI,Light,2,"Around 12 am is when i first noticed outside of my window, I’m on the second story of my house and my window looks out north towards Sp",2/7/20,Sighting
2/6/20 22:00,Rockford,IA,Unknown,Unknown,Night sky . East south east of my location. Low on the horizon. Flashing or strobing bright lights. No regular pattern. Bright red at,2/13/20,Sighting
2/6/20 21:40,Wooster,OH,Flash,1 second,"There was a bright turquoise flash in the sky, toward the southwest. There was no sound of any impact or explosion.",2/7/20,Sighting
2/6/20 19:45,Independence,MO,Cylinder,30 seconds,"Huge UFO with brilliant lights flying low over Kansas City, Missouri",2/7/20,Sighting
2/6/20 18:40,Topeka,KS,Light,~3 minutes,Me (a middle school student) and my dad (who drives my library's book mobile) saw an orb shaped object the color of Venus in the sky mo,2/7/20,Sighting
2/6/20 18:34,Socorro (south of),NM,Changing,25 minutes,"On the evening of February 6, 2020 around approximately 6:34 PM, I was driving Northbound on Interstate 25 near Milepost 124 South of S",2/13/20,Sighting
